,회사명,시기,지원분야,대학,계열,전공,학점,토익,토익스피킹,오픽,외국어,자격증,해외경험,인턴,수상내역,봉사
1577,삼성그룹,2017년,매장관리자,지방4년제,기타계열,--,3.99,820점,Lv6,-,-,3개,-,-,-,-
1578,삼성그룹,2017년,해외영업,지방4년제,인문과학계열,경영정보학과,3.91,-,-,IH,-,1개,-,5회,2회,-
1579,삼성그룹,2017년,해외영업,지방4년제,사회과학계열,광고학전공,3.7,900점,-,-,-,-,-,-,-,-
1580,경남기업(주),2015년,시설관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
1581,경남기업(주),2015년,사무담당자,서울4년제,법학계열,법학과,3.7,905점,Lv6,-,-,2개,-,-,-,-
1582,경남기업(주),2015년,설치·수리기사,초대졸,전자통신,,-,-,-,-,-,4개,-,-,-,-
1583,경남기업(주),2015년,사무보조,수도권4년제,경영학과,,-,-,-,-,-,1개,-,-,-,-
1584,경남기업(주),2014년,사무보조,고졸,-,,-,-,-,-,-,-,-,-,-,-
1585,경남기업(주),2014년,회계담당자,지방4년제,상경계열,경제,3.4,-,-,-,-,1개,-,-,-,-
1586,경남기업(주),2014년,사무담당자,서울4년제,법학계열,법학과,3.7,905점,Lv6,-,-,2개,-,-,-,-
1587,경남기업(주),2013년,현장관리자,대학원,공학계열,토목공,4.4,-,-,-,-,3개,-,-,-,-
1588,경남기업(주),2013년,사무담당자,서울4년제,법학계열,법,3.22,-,-,-,-,1개,1회,-,-,-
1589,경남기업(주),2012년,현장관리자,지방4년제,어문학계열,불어불문,3.42,-,-,-,1개,3개,3회,-,-,-
1590,도시바삼성스토리지㈜,2011년,MD,대학원,공학계열,정보통신공학,3.8,-,-,-,-,-,-,-,-,-
1591,도시바삼성스토리지㈜,2011년,전기·전자엔지니어,대학원,자연과학계열,물리학과,4.1,-,-,-,-,-,-,-,-,-
1592,도시바삼성스토리지㈜,2011년,경영·비즈니스기획,수도권4년제,공학계열,정보및컴퓨터공학,3,-,-,-,-,-,-,-,-,-
1593,도시바삼성스토리지㈜,2011년,영업지원,서울4년제,사회과학계열,행정학,3.56,-,-,IM1,-,1개,-,-,1회,1회
1594,도시바삼성스토리지㈜,2010년,전기·전자엔지니어,고졸,-,,-,-,-,-,-,-,-,-,-,-
1595,도시바삼성스토리지㈜,2010년,설계엔지니어,수도권4년제,공학계열,기계공학과,3.2,815점,-,-,-,-,-,-,-,-
1596,도시바삼성스토리지㈜,2010년,설계엔지니어,지방4년제,공학계열,메카트로닉스공학부,3.78,-,Lv5,-,-,3개,-,-,-,-
1597,도시바삼성스토리지㈜,2010년,구매관리자,지방4년제,공학계열,기계공,3.59,770점,-,-,-,-,-,-,1회,1회
1598,도시바삼성스토리지㈜,2010년,IT·기술영업,지방4년제,공학계열,제어계측공학과,3.57,-,-,-,-,-,-,-,-,-
1599,도시바삼성스토리지㈜,2009년,,서울4년제,경영학,,4.02,905점,-,-,-,5개,-,-,-,-
1600,대한유화(주),2023년,인사담당자,서울4년제,사회과학계열,사회학과,3.97,690점,-,-,-,6개,1회,1회,-,5회
1601,대한유화(주),2016년,화학엔지니어,서울4년제,공학계열,환경공학과/화학공학(복수전공),3.9,965점,Lv7,-,-,1개,1회,1회,-,1회
1602,대한유화(주),2015년,,수도권4년제,화학공학과,,3.2,-,-,-,-,-,-,-,-,-
1603,대한유화(주),2015년,품질관리자,수도권4년제,화학공학과,,3.2,-,Lv6,-,-,-,-,-,-,-
1604,대한유화(주),2015년,품질관리자,수도권4년제,화학공학과,,3.2,-,Lv6,-,-,-,-,2회,-,-
1605,대한유화(주),2015년,화학엔지니어,대학원,공학계열,화학공학,3.89,-,-,-,-,-,-,-,-,-
1606,대한유화(주),2013년,재무담당자,서울4년제,상경계열,경영학과,3.46,880점,-,-,-,1개,-,-,-,-
1607,대한유화(주),2012년,,지방4년제,화공,,4.45,495점,-,-,-,4개,-,-,-,-
1608,대한유화(주),2012년,품질관리자,대학원,경영학,,-,845점,-,-,-,-,1회,-,-,-
1609,대한유화(주),2011년,사무담당자,초대졸,경영학과,,-,-,-,-,-,3개,-,-,-,-
1610,에이치엘디앤아이한라 주식회사,2016년,회계담당자,대학원,상경계열,경영학과,4.31,950점,Lv7,-,-,-,1회,-,-,-
1611,에이치엘디앤아이한라 주식회사,2016년,,지방4년제,토목공학과,,3.95,750점,Lv6,-,-,2개,1회,-,-,-
1612,에이치엘디앤아이한라 주식회사,2016년,제품영업,서울4년제,사회과학계열,국제통상학과,3.7,870점,Lv6,-,-,1개,-,1회,1회,4회
1613,에이치엘디앤아이한라 주식회사,2015년,사무담당자,고졸,-,,-,-,-,-,-,2개,-,-,-,-
1614,에이치엘디앤아이한라 주식회사,2013년,패션디자이너,초대졸,공학계열,메카트로닉스,3.7,-,-,-,-,2개,-,-,-,-
1615,에이치엘디앤아이한라 주식회사,2013년,품질관리자,초대졸,토목,,-,-,-,-,-,2개,1회,3회,-,-
1616,에이치엘디앤아이한라 주식회사,2013년,회계담당자,고졸,-,,-,-,-,-,-,-,-,-,-,-
1617,에이치엘디앤아이한라 주식회사,2012년,시설관리자,초대졸,공학계열,메카트로닉스,3.7,-,-,-,-,2개,-,-,-,-
1618,에이치엘디앤아이한라 주식회사,2012년,현장관리자,지방4년제,공학계열,토목공,3.33,-,-,-,-,2개,-,-,-,-
1619,에이치엘디앤아이한라 주식회사,2012년,,지방4년제,-,,3.94,700점,-,-,-,-,-,-,-,-
1620,STX엔진(주),2022년,온라인마케터,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
1621,STX엔진(주),2015년,사무보조,초대졸,비지니스사무과,,-,-,-,-,-,2개,-,-,-,-
1622,STX엔진(주),2014년,기계엔지니어,지방4년제,공학계열,기계시스템공학,3.67,-,-,-,-,-,-,-,-,-
1623,STX엔진(주),2013년,사무보조,초대졸,기타계열,신발패션산업,4.28,-,-,-,-,3개,1회,1회,-,-
1624,STX엔진(주),2013년,,지방4년제,기계공학부,,-,825점,-,-,-,1개,-,-,-,-
1625,STX엔진(주),2013년,,지방4년제,전자공학전공,,-,890점,-,-,-,1개,-,-,-,-
1626,STX엔진(주),2013년,,지방4년제,전기전자,,-,975점,-,-,-,1개,-,-,-,-
1627,STX엔진(주),2013년,,지방4년제,노어노문학과,,-,885점,-,-,-,-,-,-,-,-
1628,STX엔진(주),2013년,,서울4년제,전기전자공학,,-,810점,-,-,-,1개,-,-,-,1회
1629,STX엔진(주),2013년,,지방4년제,기계공학부,,-,750점,-,-,-,1개,-,-,-,-
1630,서울보증보험(주),2023년,세무사,서울4년제,상경계열,경영학과,3.6,855점,Lv5,-,-,2개,-,-,-,3회
1631,서울보증보험(주),2023년,세무사,서울4년제,상경계열,경영학과,3.6,855점,Lv5,-,-,2개,-,-,-,3회
1632,서울보증보험(주),2023년,경영·비즈니스기획,서울4년제,사회과학계열,공공인재학부,4.07,815점,Lv6,-,-,1개,-,-,1회,-
1633,서울보증보험(주),2022년,경영·비즈니스기획,서울4년제,사회과학계열,공공인재학부,4.07,815점,Lv6,-,-,1개,-,-,1회,-
1634,서울보증보험(주),2021년,금융사무,서울4년제,자연과학계열,통계학과,3.13,915점,Lv6,-,-,3개,-,1회,-,1회
1635,서울보증보험(주),2017년,사무담당자,서울4년제,상경계열,경제,3.34,815점,-,-,-,-,-,-,-,-
1636,서울보증보험(주),2017년,사무담당자,서울4년제,상경계열,경제,3.34,815점,-,-,-,-,-,-,-,-
1637,서울보증보험(주),2016년,사무보조,고졸,-,,-,-,-,-,-,2개,-,-,-,-
1638,서울보증보험(주),2016년,앱개발자,대졸4년제,공학계열,컴퓨터학부,3.74,850점,Lv6,-,-,1개,-,-,2회,-
1639,서울보증보험(주),2016년,아웃바운드상담원,서울4년제,예/체능학계열,피아노,3.9,-,-,-,-,-,-,-,-,-
1640,신영증권(주),2016년,납품·배송기사,초대졸,환경공,,-,-,-,-,-,1개,1회,-,-,-
1641,신영증권(주),2016년,앱개발자,서울4년제,상경계열,경영정보,3.5,730점,Lv6,-,-,1개,-,-,1회,1회
1642,신영증권(주),2015년,,서울4년제,경영학과,,3.7,885점,-,-,-,-,-,-,-,-
1643,신영증권(주),2015년,앱개발자,서울4년제,컴퓨터학부,,3.7,850점,Lv6,-,-,1개,-,-,1회,-
1644,신영증권(주),2015년,앱개발자,서울4년제,공학계열,컴퓨터학부,3.7,850점,Lv6,-,-,1개,-,-,1회,-
1645,신영증권(주),2015년,금융영업,서울4년제,경영학과,,3.7,885점,Lv6,-,-,-,-,-,-,-
1646,신영증권(주),2015년,시설관리자,고졸,-,,-,-,-,-,-,1개,-,-,-,-
1647,신영증권(주),2014년,금융영업,초대졸,상경계열,경영,3.38,-,-,-,1개,-,-,-,-,-
1648,신영증권(주),2013년,인바운드상담원,초대졸,상경계열,부동산경영,4.5,-,-,-,-,-,-,-,-,-
1649,신영증권(주),2013년,시설관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
1650,(주)케이씨씨건설,2016년,,서울4년제,공학,건축학과,4.2,890점,-,-,-,1개,2회,1회,1회,1회
1651,(주)케이씨씨건설,2016년,현장관리자,서울4년제,공학계열,건축학과,4.23,890점,Lv6,-,-,1개,2회,1회,1회,1회
1652,(주)케이씨씨건설,2016년,회계담당자,초대졸,사회복지,,-,-,-,-,-,1개,-,-,-,-
1653,(주)케이씨씨건설,2015년,현장관리자,서울4년제,전기생체공학부,,3.5,735점,Lv6,-,-,2개,-,-,-,3회
1654,(주)케이씨씨건설,2014년,,서울4년제,전기생체공학부,,3.5,735점,-,-,-,2개,-,-,-,3회
1655,(주)케이씨씨건설,2014년,,서울4년제,-,,3.8,870점,-,-,-,-,-,1회,-,1회
1656,(주)케이씨씨건설,2014년,,지방4년제,기계공학,,4,760점,-,-,-,1개,-,-,-,-
1657,(주)케이씨씨건설,2014년,,해외대학,경영학,,3.7,-,-,-,-,1개,-,1회,-,-
1658,(주)케이씨씨건설,2014년,,서울4년제,법학,,3.6,865점,-,-,-,1개,-,1회,1회,2회
1659,(주)케이씨씨건설,2014년,,서울4년제,신소재학,,3,820점,-,-,-,-,-,-,-,-
1660,(주)LG생활건강,2017년,화학엔지니어,지방4년제,자연과학계열,물리학과,3.3,-,-,IM2,-,-,-,-,-,-
1661,(주)LG생활건강,2017년,화학엔지니어,지방4년제,자연과학계열,생물과학과,3.5,900점,-,IH,-,-,-,1회,1회,-
1662,(주)LG생활건강,2016년,,서울4년제,경영학과,,3.7,855점,Lv7,-,-,-,-,-,-,-
1663,(주)LG생활건강,2016년,,서울4년제,경영학과,,3.85,950점,Lv7,-,-,5개,1회,-,2회,-
1664,(주)LG생활건강,2016년,,서울4년제,상경,,3.53,880점,Lv7,-,-,-,-,-,3회,-
1665,(주)LG생활건강,2016년,,서울4년제,신문방송학과,,3.77,975점,Lv8,-,-,-,1회,-,2회,1회
1666,(주)LG생활건강,2016년,,서울4년제,사회과학계열,,3.41,960점,Lv6,-,-,-,1회,-,-,-
1667,(주)LG생활건강,2016년,,서울4년제,화학공학과,,3.37,855점,Lv6,-,-,2개,-,-,-,-
1668,(주)LG생활건강,2016년,,서울4년제,법학과,,3.35,890점,-,-,-,1개,-,-,-,1회
1669,(주)LG생활건강,2016년,,서울4년제,어문,,4,960점,Lv8,-,-,-,-,-,-,-
1670,(주)한라홀딩스,2016년,,서울4년제,국제통상학과,,3.7,870점,-,-,-,4개,-,1회,1회,4회
1671,(주)한라홀딩스,2016년,제품영업,서울4년제,상경계열,국제통상학과,3.7,870점,Lv6,-,-,3개,-,1회,1회,4회
1672,(주)한라홀딩스,2016년,회계담당자,고졸,-,,-,-,-,-,-,-,-,-,-,-
1673,(주)한라홀딩스,2015년,영업지원,지방4년제,사회과학계열,국제학부,3.5,-,-,-,-,1개,-,-,-,-
1674,(주)한라홀딩스,2015년,자재관리자,지방4년제,사회과학계열,국제관계,3.71,-,-,-,-,3개,-,-,1회,4회
1675,(주)한라홀딩스,2015년,인사담당자,서울4년제,경제,,-,865점,-,IM2,-,5개,-,-,-,-
1676,(주)한라홀딩스,2015년,경영·비즈니스기획,해외대학,경영학과,,-,-,-,AL,-,-,-,-,-,-
1677,(주)한라홀딩스,2014년,,지방4년제,기계설계공학부,나노바이오기계시스템,4.4,870점,Lv6,-,-,1개,1회,2회,-,-
1678,(주)한라홀딩스,2014년,,서울4년제,전자공학,,4.28,775점,Lv6,-,-,-,-,-,-,-
1679,(주)한라홀딩스,2014년,뷰티·미용사,서울4년제,종교학계열,신학,3.38,-,-,-,-,-,-,2회,-,-
1680,(주)삼양사,2022년,품질관리자,서울4년제,자연과학계열,식품생명공학과,3.92,-,-,IH,-,2개,-,-,-,1회
1681,(주)삼양사,2022년,품질관리자,서울4년제,공학계열,기계시스템디자인공학과,3.97,900점,-,IH,-,3개,-,1회,-,-
1682,(주)삼양사,2022년,온라인마케터,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
1683,(주)삼양사,2022년,환경기사,지방4년제,공학계열,화학공학,3.84,835점,-,IH,-,2개,-,-,-,-
1684,(주)삼양사,2021년,품질관리자,서울4년제,자연과학계열,식품영양학,0.38,855점,Lv6,-,-,4개,-,-,-,-
1685,(주)삼양사,2020년,재무담당자,서울4년제,상경계열,경영학부,3.5,-,Lv6,-,-,14개,1회,11회,-,8회
1686,(주)삼양사,2020년,재무담당자,서울4년제,상경계열,경영학부,3.5,-,Lv6,-,-,14개,1회,11회,-,8회
1687,(주)삼양사,2020년,영업지원,서울4년제,상경계열,경영학,3.79,970점,-,IH,-,2개,1회,-,2회,-
1688,(주)삼양사,2019년,화학엔지니어,대학원,공학계열,화학공학.고분자공학과,4.3,-,Lv6,-,-,-,-,-,-,-
1689,(주)삼양사,2019년,품질관리자,지방4년제,공학계열,고분자공학과,3.62,985점,-,AL,-,3개,-,1회,1회,6회
1690,노벨리스코리아(주),2015년,,서울4년제,글로벌경영,,4,-,-,-,-,2개,-,-,-,-
1691,노벨리스코리아(주),2015년,,지방4년제,금속신소재공학과,,3.7,840점,-,-,-,2개,1회,-,1회,-
1692,노벨리스코리아(주),2015년,,지방4년제,기계자동차공학부,,3.5,900점,-,-,-,3개,-,-,-,-
1693,노벨리스코리아(주),2015년,,지방4년제,"국제관계학,경영학(복수)",,4.1,-,-,-,-,2개,-,-,1회,1회
1694,노벨리스코리아(주),2015년,온라인마케터,서울4년제,사회과학계열,미디어학부,3.7,890점,-,-,-,1개,-,-,3회,1회
1695,노벨리스코리아(주),2015년,품질관리자,지방4년제,기계자동차공학부,,3.5,900점,Lv6,-,-,3개,-,-,-,-
1696,노벨리스코리아(주),2015년,재무담당자,서울4년제,글로벌경영,,4,-,Lv7,-,-,2개,-,-,-,-
1697,노벨리스코리아(주),2015년,품질관리자,지방4년제,금속신소재공학과,,3.7,840점,-,-,-,2개,1회,-,1회,-
1698,노벨리스코리아(주),2014년,,지방4년제,전기전자공학과,,3.35,740점,Lv7,-,-,4개,1회,-,1회,4회
1699,노벨리스코리아(주),2013년,품질관리자,지방4년제,공학계열,재료공학과,3.82,745점,Lv7,-,-,1개,2회,-,-,-
1700,디비생명보험,2022년,영업지원,대학원,사회과학계열,사회복지학과,3.2,-,-,-,-,-,-,-,1회,-
1701,디비생명보험,2022년,영업지원,대학원,사회과학계열,사회복지학과,3.2,-,-,-,-,-,-,-,1회,-
1702,디비생명보험,2021년,영업지원,지방4년제,사회과학계열,사회복지학과,3.2,-,-,-,-,-,-,-,1회,-
1703,디비생명보험,2018년,사무담당자,초대졸,상경계열,세무회계과,3.68,-,-,-,-,2개,-,-,-,1회
1704,디비생명보험,2016년,사무담당자,지방4년제,인문과학계열,국어국문,3.87,-,-,-,-,5개,-,-,-,-
1705,디비생명보험,2016년,,서울4년제,경영학과,,3.7,885점,-,-,-,-,-,-,-,-
1706,디비생명보험,2016년,금융영업,초대졸,자연과학계열,보안,3,-,-,-,-,-,-,-,-,-
1707,디비생명보험,2016년,아웃바운드상담원,초대졸,공학계열,환경공업,2.8,-,-,-,-,-,-,-,-,-
1708,디비생명보험,2015년,,서울4년제,한문,,3.5,700점,-,-,-,-,-,-,-,-
1709,디비생명보험,2015년,금융영업,서울4년제,경영학과,,3.7,885점,Lv6,-,-,-,-,-,-,-
1710,삼성전자판매(주),2022년,제품영업,초대졸,인문과학계열,호텔경영과,3.75,-,-,-,1개,1개,-,-,1회,2회
1711,삼성전자판매(주),2021년,제품영업,수도권4년제,자연과학계열,스포츠의학과,3.9,930점,-,IH,-,-,-,3회,2회,2회
1712,삼성전자판매(주),2020년,매장관리자,지방4년제,사회과학계열,정치외교학전공,4.11,905점,-,IH,-,2개,1회,-,-,5회
1713,삼성전자판매(주),2019년,제품영업,대학원,사회과학계열,신문방송학과,3.65,700점,-,IM1,-,-,1회,1회,-,1회
1714,삼성전자판매(주),2019년,제품영업,지방4년제,상경계열,국제통상전공,3.54,860점,Lv6,-,-,1개,-,-,1회,1회
1715,삼성전자판매(주),2018년,영업지원,초대졸,공학계열,컴퓨터정보과,3.27,-,-,-,-,3개,-,-,-,-
1716,삼성전자판매(주),2018년,영업지원,초대졸,공학계열,컴퓨터정보과,3.27,-,-,-,-,3개,-,-,-,-
1717,삼성전자판매(주),2018년,매장관리자,초대졸,공학계열,산업경영과,3.45,-,-,-,-,1개,-,1회,-,-
1718,삼성전자판매(주),2018년,영업지원,수도권4년제,공학계열,컴퓨터공학과,3.67,700점,Lv6,-,-,1개,-,-,-,3회
1719,삼성전자판매(주),2018년,영업지원,수도권4년제,공학계열,컴퓨터공학과,3.67,700점,Lv6,-,-,1개,-,-,-,3회
1720,메트라이프생명보험㈜,2019년,인사담당자,서울4년제,상경계열,경영학부,3.57,-,-,IH,-,-,-,-,-,-
1721,메트라이프생명보험㈜,2018년,인바운드상담원,서울4년제,인문과학계열,호텔경영학과,4.13,985점,-,-,-,1개,-,-,1회,2회
1722,메트라이프생명보험㈜,2016년,금융영업,고졸,-,,-,-,-,-,-,-,-,-,-,1회
1723,메트라이프생명보험㈜,2015년,비서,초대졸,인문과학계열,관광,3.21,-,-,-,-,-,-,-,-,-
1724,메트라이프생명보험㈜,2015년,사무보조,초대졸,기타계열,스튜어디스,4.05,-,-,-,-,-,-,-,-,-
1725,메트라이프생명보험㈜,2015년,금융영업,고졸,-,,-,-,-,-,-,4개,-,-,-,-
1726,메트라이프생명보험㈜,2015년,금융영업,지방4년제,의/약학계열,방사선학과,3.71,-,-,-,-,4개,-,-,-,-
1727,메트라이프생명보험㈜,2015년,금융영업,지방4년제,공학계열,영상,3.7,645점,-,-,-,2개,4회,1회,-,-
1728,메트라이프생명보험㈜,2015년,구매관리자,서울4년제,상경계열,컨벤션경영,4.04,910점,-,-,-,3개,1회,-,-,-
1729,메트라이프생명보험㈜,2015년,사무보조,지방4년제,상경계열,회계학과,3.8,600점,-,-,-,1개,1회,-,-,-
1730,푸르덴셜생명보험(주),2019년,회계담당자,서울4년제,상경계열,글로벌경제학과,3.9,-,-,AL,-,3개,1회,-,1회,3회
1731,푸르덴셜생명보험(주),2018년,금융영업,수도권4년제,상경계열,경영학과,3.6,815점,-,-,-,1개,-,-,1회,2회
1732,푸르덴셜생명보험(주),2017년,금융영업,지방4년제,공학계열,컴퓨터공학,2.5,-,-,-,-,-,-,-,-,1회
1733,푸르덴셜생명보험(주),2016년,사무보조,초대졸,임상병리과,,-,-,-,-,-,1개,-,-,-,-
1734,푸르덴셜생명보험(주),2016년,비서,서울4년제,법학계열,법,3.69,875점,Lv6,-,-,1개,2회,1회,-,2회
1735,푸르덴셜생명보험(주),2016년,금융영업,수도권4년제,인문과학계열,경영학과,3.4,-,-,-,-,4개,-,-,-,-
1736,푸르덴셜생명보험(주),2016년,금융영업,지방4년제,사회과학계열,행정학과,3.1,915점,-,-,-,-,-,-,-,-
1737,푸르덴셜생명보험(주),2016년,세무담당자,서울4년제,상경계열,응용통계,3.47,935점,Lv6,-,1개,-,-,-,2회,-
1738,푸르덴셜생명보험(주),2016년,사무담당자,초대졸,이벤트연출과,,-,-,-,-,-,1개,-,-,-,-
1739,푸르덴셜생명보험(주),2016년,영업지원,서울4년제,어문학계열,일어일문,3.6,840점,-,-,-,-,1회,-,-,-
1740,엘에스일렉트릭㈜,2021년,전기·전자엔지니어,서울4년제,공학계열,전기전자계열,3.4,-,Lv6,IH,-,-,-,-,-,-
1741,엘에스일렉트릭㈜,2021년,전기·전자엔지니어,서울4년제,공학계열,전기전자계열,3.4,-,Lv6,IH,-,-,-,-,-,-
1742,엘에스일렉트릭㈜,2019년,전기·전자엔지니어,서울4년제,공학계열,전자전기공학부,3.74,885점,Lv6,-,-,-,1회,-,-,2회
1743,엘에스일렉트릭㈜,2016년,,서울4년제,화공,,3.5,715점,Lv5,-,-,-,-,-,-,3회
